ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Dias_Resfriando_Consecutivos,Alerta_Resfriamento,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,12,Resfriando,2025-06-26,UPC-Mata Verde,Resfriando,0,,1,,True,1,,False,False
4972ccd1,12,Descarregado,2025-06-27,UPC-Mata Verde,Descarregado,0,,0,,True,2,Resfriando,False,True
898e6bc9,12,Descarregado,2025-06-28,UPC-Mata Verde,Vazio,1,,0,,True,3,Descarregado,False,False
b4ffefe1,12,Descarregado,2025-06-29,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,3,Vazio,False,False
72b1b184,12,Descarregado,2025-06-30,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,0,,False,3,Vazio,False,False
d1504412,12,Carbonizando,2025-07-01,UPC-Mata Verde,Carbonizando,0,,0,,True,4,Vazio,True,False
c7b7c7a1,12,Carbonizando,2025-07-02,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
10028816,12,Carbonizando,2025-07-03,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
19d466c7,12,Carbonizando,2025-07-04,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
f5dfdf63,12,Carbonizando,2025-07-05,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
496d261d,12,Carbonizando,2025-07-06,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
49deb4f6,12,Resfriando,2025-07-07,UPC-Mata Verde,Resfriando,0,,1,,True,5,Carbonizando,False,False
4facd70b,12,Resfriando,2025-07-08,UPC-Mata Verde,Resfriando,0,,2,,False,5,Resfriando,False,False
1f3876bc,12,Resfriando,2025-07-09,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,5,Resfriando,False,False
a667de14,12,Descarregado,2025-07-10,UPC-Mata Verde,Descarregado,0,,0,,True,6,Resfriando,False,True
9140ecb7,12,Descarregado,2025-07-11,UPC-Mata Verde,Vazio,1,,0,,True,7,Descarregado,False,False
836f3310,12,Vazio,2025-07-12,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,7,Vazio,False,False
6f32cffb,12,Carbonizando,2025-07-13,UPC-Mata Verde,Carbonizando,0,,0,,True,8,Vazio,True,False
ca705202,12,Carbonizando,2025-07-14,UPC-Mata Verde,Carbonizando,0,,0,,False,8,Carbonizando,False,False
e2d0c89d,12,Resfriando,2025-07-15,UPC-Mata Verde,Resfriando,0,,1,,True,9,Carbonizando,False,False
1ed85af1,12,Resfriando,2025-07-16,UPC-Mata Verde,Resfriando,0,,2,,False,9,Resfriando,False,False
4f0c3deb,12,Resfriando,2025-07-17,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,9,Resfriando,False,False
fc2482a1,12,Resfriando,2025-07-18,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,9,Resfriando,False,False
b06275b4,12,Resfriando,2025-07-19,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,9,Resfriando,False,False
aa02211a,12,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,6,Forno resfriando há 6 dias consecutivos!,False,9,Resfriando,False,False
a0530255,12,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,7,Forno resfriando há 7 dias consecutivos!,False,9,Resfriando,False,False
31e3dec8,12,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,8,Forno resfriando há 8 dias consecutivos!,False,9,Resfriando,False,False
63cce7ca,12,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,9,Forno resfriando há 9 dias consecutivos!,False,9,Resfriando,False,False
9a238d8a,12,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,10,Forno resfriando há 10 dias consecutivos!,False,9,Resfriando,False,False
72ddcec5,12,Resfriando,2025-07-25,UPC-Mata Verde,Resfriando,0,,11,Forno resfriando há 11 dias consecutivos!,False,9,Resfriando,False,False
3a1af6c3,12,Resfriando,2025-07-26,UPC-Mata Verde,Resfriando,0,,12,Forno resfriando há 12 dias consecutivos!,False,9,Resfriando,False,False
c5982aac,12,Resfriando,2025-07-27,UPC-Mata Verde,Resfriando,0,,13,Forno resfriando há 13 dias consecutivos!,False,9,Resfriando,False,False
9d4f136d,12,Descarregado,2025-07-28,UPC-Mata Verde,Descarregado,0,,0,,True,10,Resfriando,False,True
ca91db1e,12,Vazio,2025-07-29,UPC-Mata Verde,Vazio,1,,0,,True,11,Descarregado,False,False
ddf01aa5,12,Vazio,2025-07-30,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,11,Vazio,False,False
369b9d1e,12,Carbonizando,2025-07-31,UPC-Mata Verde,Carbonizando,0,,0,,True,12,Vazio,True,False
006db644,12,Carbonizando,2025-08-01,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
643b8109,12,Carbonizando,2025-08-02,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
dfa3d550,12,Carbonizando,2025-08-03,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
