ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Dias_Resfriando_Consecutivos,Alerta_Resfriamento,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,54,Carregado,2025-06-26,UPC-Mata Verde,Carregado,0,,0,,True,1,,False,False
4972ccd1,54,Carbonizando,2025-06-27,UPC-Mata Verde,Carbonizando,0,,0,,True,2,Carregado,False,False
898e6bc9,54,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,0,,False,2,Carbonizando,False,False
b4ffefe1,54,Resfriando,2025-06-29,UPC-Mata Verde,Resfriando,0,,1,,True,3,Carbonizando,False,False
72b1b184,54,Resfriando,2025-06-30,UPC-Mata Verde,Resfriando,0,,2,,False,3,Resfriando,False,False
d1504412,54,Resfriando,2025-07-01,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,3,Resfriando,False,False
c7b7c7a1,54,Resfriando,2025-07-02,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,3,Resfriando,False,False
10028816,54,Resfriando,2025-07-03,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,3,Resfriando,False,False
19d466c7,54,Resfriando,2025-07-04,UPC-Mata Verde,Resfriando,0,,6,Forno resfriando há 6 dias consecutivos!,False,3,Resfriando,False,False
f5dfdf63,54,Resfriando,2025-07-05,UPC-Mata Verde,Resfriando,0,,7,Forno resfriando há 7 dias consecutivos!,False,3,Resfriando,False,False
496d261d,54,Resfriando,2025-07-06,UPC-Mata Verde,Resfriando,0,,8,Forno resfriando há 8 dias consecutivos!,False,3,Resfriando,False,False
49deb4f6,54,Vazio,2025-07-07,UPC-Mata Verde,Vazio,1,,0,,True,4,Resfriando,False,True
4facd70b,54,Descarregado,2025-07-08,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,4,Vazio,False,False
1f3876bc,54,Vazio,2025-07-09,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,0,,False,4,Vazio,False,False
a667de14,54,Carbonizando,2025-07-10,UPC-Mata Verde,Carbonizando,0,,0,,True,5,Vazio,True,False
