ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Dias_Resfriando_Consecutivos,Alerta_Resfriamento,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,45,Carbonizando,2025-06-26,UPC-Mata Verde,Carbonizando,0,,0,,True,1,,False,False
4972ccd1,45,Carbonizando,2025-06-27,UPC-Mata Verde,Carbonizando,0,,0,,False,1,Carbonizando,False,False
898e6bc9,45,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,0,,False,1,Carbonizando,False,False
b4ffefe1,45,Carbonizando,2025-06-29,UPC-Mata Verde,Carbonizando,0,,0,,False,1,Carbonizando,False,False
72b1b184,45,Carbonizando,2025-06-30,UPC-Mata Verde,Carbonizando,0,,0,,False,1,Carbonizando,False,False
d1504412,45,Resfriando,2025-07-01,UPC-Mata Verde,Resfriando,0,,1,,True,2,Carbonizando,False,False
c7b7c7a1,45,Resfriando,2025-07-02,UPC-Mata Verde,Resfriando,0,,2,,False,2,Resfriando,False,False
10028816,45,Resfriando,2025-07-03,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,2,Resfriando,False,False
19d466c7,45,Descarregado,2025-07-04,UPC-Mata Verde,Descarregado,0,,0,,True,3,Resfriando,False,True
f5dfdf63,45,Descarregado,2025-07-05,UPC-Mata Verde,Vazio,1,,0,,True,4,Descarregado,False,False
496d261d,45,Descarregado,2025-07-06,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,4,Vazio,False,False
49deb4f6,45,Vazio,2025-07-07,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,0,,False,4,Vazio,False,False
4facd70b,45,Carbonizando,2025-07-08,UPC-Mata Verde,Carbonizando,0,,0,,True,5,Vazio,True,False
1f3876bc,45,Carbonizando,2025-07-09,UPC-Mata Verde,Carbonizando,0,,0,,False,5,Carbonizando,False,False
a667de14,45,Carbonizando,2025-07-10,UPC-Mata Verde,Carbonizando,0,,0,,False,5,Carbonizando,False,False
9140ecb7,45,Carbonizando,2025-07-11,UPC-Mata Verde,Carbonizando,0,,0,,False,5,Carbonizando,False,False
836f3310,45,Carbonizando,2025-07-12,UPC-Mata Verde,Carbonizando,0,,0,,False,5,Carbonizando,False,False
