ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,14,Em manutenção,2025-06-26,UPC-Mata Verde,Em manutenção,0,,True,1,,False,False
4972ccd1,14,Em manutenção,2025-06-27,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
898e6bc9,14,Em manutenção,2025-06-28,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
b4ffefe1,14,Em manutenção,2025-06-29,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
72b1b184,14,Em manutenção,2025-06-30,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
d1504412,14,Em manutenção,2025-07-01,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
c7b7c7a1,14,Em manutenção,2025-07-02,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
10028816,14,Em manutenção,2025-07-03,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
19d466c7,14,Em manutenção,2025-07-04,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
f5dfdf63,14,Em manutenção,2025-07-05,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
496d261d,14,Em manutenção,2025-07-06,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
49deb4f6,14,Em manutenção,2025-07-07,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
4facd70b,14,Em manutenção,2025-07-08,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
1f3876bc,14,Em manutenção,2025-07-09,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
a667de14,14,Em manutenção,2025-07-10,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
9140ecb7,14,Em manutenção,2025-07-11,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
836f3310,14,Em manutenção,2025-07-12,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
6f32cffb,14,Em manutenção,2025-07-13,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
ca705202,14,Em manutenção,2025-07-14,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
e2d0c89d,14,Em manutenção,2025-07-15,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
1ed85af1,14,Em manutenção,2025-07-16,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
4f0c3deb,14,Em manutenção,2025-07-17,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
fc2482a1,14,Em manutenção,2025-07-18,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
b06275b4,14,Em manutenção,2025-07-19,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
aa02211a,14,Em manutenção,2025-07-20,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
a0530255,14,Em manutenção,2025-07-21,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
31e3dec8,14,Em manutenção,2025-07-22,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
63cce7ca,14,Em manutenção,2025-07-23,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
9a238d8a,14,Em manutenção,2025-07-24,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
72ddcec5,14,Em manutenção,2025-07-25,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
3a1af6c3,14,Em manutenção,2025-07-26,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
c5982aac,14,Em manutenção,2025-07-27,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
9d4f136d,14,Em manutenção,2025-07-28,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
ca91db1e,14,Em manutenção,2025-07-29,UPC-Mata Verde,Em manutenção,0,,False,1,Em manutenção,False,False
