ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,18,Resfriando,2025-06-26,UPC-Mata Verde,Resfriando,0,,True,1,,False,False
4972ccd1,18,Descarregado,2025-06-27,UPC-Mata Verde,Descarregado,0,,True,2,Resfriando,False,True
898e6bc9,18,Descarregado,2025-06-28,UPC-Mata Verde,Vazio,1,,True,3,Descarregado,False,False
b4ffefe1,18,Descarregado,2025-06-29,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,3,Vazio,False,False
72b1b184,18,Carregado,2025-06-30,UPC-Mata Verde,Carregado,0,,True,4,Vazio,True,False
d1504412,18,Carbonizando,2025-07-01,UPC-Mata Verde,Carbonizando,0,,True,5,Carregado,False,False
c7b7c7a1,18,Resfriando,2025-07-02,UPC-Mata Verde,Resfriando,0,,True,6,Carbonizando,False,False
10028816,18,Vazio,2025-07-03,UPC-Mata Verde,Vazio,1,,True,7,Resfriando,False,True
19d466c7,18,Vazio,2025-07-04,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,7,Vazio,False,False
f5dfdf63,18,Vazio,2025-07-05,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,7,Vazio,False,False
496d261d,18,Vazio,2025-07-06,UPC-Mata Verde,Vazio,4,Forno vazio há 4 dias consecutivos!,False,7,Vazio,False,False
49deb4f6,18,Carbonizando,2025-07-07,UPC-Mata Verde,Carbonizando,0,,True,8,Vazio,True,False
4facd70b,18,Carbonizando,2025-07-08,UPC-Mata Verde,Carbonizando,0,,False,8,Carbonizando,False,False
1f3876bc,18,Carbonizando,2025-07-09,UPC-Mata Verde,Carbonizando,0,,False,8,Carbonizando,False,False
a667de14,18,Descarregado,2025-07-10,UPC-Mata Verde,Descarregado,0,,True,9,Carbonizando,False,False
9140ecb7,18,Descarregado,2025-07-11,UPC-Mata Verde,Vazio,1,,True,10,Descarregado,False,False
836f3310,18,Vazio,2025-07-12,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,10,Vazio,False,False
6f32cffb,18,Carbonizando,2025-07-13,UPC-Mata Verde,Carbonizando,0,,True,11,Vazio,True,False
ca705202,18,Carbonizando,2025-07-14,UPC-Mata Verde,Carbonizando,0,,False,11,Carbonizando,False,False
e2d0c89d,18,Carbonizando,2025-07-15,UPC-Mata Verde,Carbonizando,0,,False,11,Carbonizando,False,False
1ed85af1,18,Carbonizando,2025-07-16,UPC-Mata Verde,Carbonizando,0,,False,11,Carbonizando,False,False
4f0c3deb,18,Carbonizando,2025-07-17,UPC-Mata Verde,Carbonizando,0,,False,11,Carbonizando,False,False
fc2482a1,18,Carbonizando,2025-07-18,UPC-Mata Verde,Carbonizando,0,,False,11,Carbonizando,False,False
b06275b4,18,Carbonizando,2025-07-19,UPC-Mata Verde,Carbonizando,0,,False,11,Carbonizando,False,False
aa02211a,18,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,True,12,Carbonizando,False,False
a0530255,18,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,False,12,Resfriando,False,False
31e3dec8,18,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,False,12,Resfriando,False,False
63cce7ca,18,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,False,12,Resfriando,False,False
9a238d8a,18,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,False,12,Resfriando,False,False
72ddcec5,18,Resfriando,2025-07-25,UPC-Mata Verde,Resfriando,0,,False,12,Resfriando,False,False
3a1af6c3,18,Descarregado,2025-07-26,UPC-Mata Verde,Descarregado,0,,True,13,Resfriando,False,True
c5982aac,18,Vazio,2025-07-27,UPC-Mata Verde,Vazio,1,,True,14,Descarregado,False,False
9d4f136d,18,Vazio,2025-07-28,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,14,Vazio,False,False
ca91db1e,18,Vazio,2025-07-29,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,14,Vazio,False,False
