ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Dias_Resfriando_Consecutivos,Alerta_Resfriamento,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,13,Em manutenção,2025-06-26,UPC-Mata Verde,Em manutenção,0,,0,,True,1,,False,False
4972ccd1,13,Vazio,2025-06-27,UPC-Mata Verde,Vazio,1,,0,,True,2,Em manutenção,False,False
898e6bc9,13,Vazio,2025-06-28,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,2,Vazio,False,False
b4ffefe1,13,Vazio,2025-06-29,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,0,,False,2,Vazio,False,False
72b1b184,13,Carregado,2025-06-30,UPC-Mata Verde,Carregado,0,,0,,True,3,Vazio,True,False
d1504412,13,Carbonizando,2025-07-01,UPC-Mata Verde,Carbonizando,0,,0,,True,4,Carregado,False,False
c7b7c7a1,13,Carbonizando,2025-07-02,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
10028816,13,Carbonizando,2025-07-03,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
19d466c7,13,Carbonizando,2025-07-04,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
f5dfdf63,13,Carbonizando,2025-07-05,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
496d261d,13,Carbonizando,2025-07-06,UPC-Mata Verde,Carbonizando,0,,0,,False,4,Carbonizando,False,False
49deb4f6,13,Resfriando,2025-07-07,UPC-Mata Verde,Resfriando,0,,1,,True,5,Carbonizando,False,False
4facd70b,13,Resfriando,2025-07-08,UPC-Mata Verde,Resfriando,0,,2,,False,5,Resfriando,False,False
1f3876bc,13,Resfriando,2025-07-09,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,5,Resfriando,False,False
a667de14,13,Descarregado,2025-07-10,UPC-Mata Verde,Descarregado,0,,0,,True,6,Resfriando,False,True
9140ecb7,13,Descarregado,2025-07-11,UPC-Mata Verde,Vazio,1,,0,,True,7,Descarregado,False,False
836f3310,13,Vazio,2025-07-12,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,7,Vazio,False,False
6f32cffb,13,Carbonizando,2025-07-13,UPC-Mata Verde,Carbonizando,0,,0,,True,8,Vazio,True,False
ca705202,13,Carbonizando,2025-07-14,UPC-Mata Verde,Carbonizando,0,,0,,False,8,Carbonizando,False,False
e2d0c89d,13,Resfriando,2025-07-15,UPC-Mata Verde,Resfriando,0,,1,,True,9,Carbonizando,False,False
1ed85af1,13,Resfriando,2025-07-16,UPC-Mata Verde,Resfriando,0,,2,,False,9,Resfriando,False,False
4f0c3deb,13,Resfriando,2025-07-17,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,9,Resfriando,False,False
fc2482a1,13,Resfriando,2025-07-18,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,9,Resfriando,False,False
b06275b4,13,Resfriando,2025-07-19,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,9,Resfriando,False,False
aa02211a,13,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,6,Forno resfriando há 6 dias consecutivos!,False,9,Resfriando,False,False
a0530255,13,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,7,Forno resfriando há 7 dias consecutivos!,False,9,Resfriando,False,False
31e3dec8,13,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,8,Forno resfriando há 8 dias consecutivos!,False,9,Resfriando,False,False
