ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Dias_Resfriando_Consecutivos,Alerta_Resfriamento,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,07,Resfriando,2025-06-26,UPC-Mata Verde,Resfriando,0,,1,,True,1,,False,False
4972ccd1,07,Resfriando,2025-06-27,UPC-Mata Verde,Resfriando,0,,2,,False,1,Resfriando,False,False
898e6bc9,07,Descarregado,2025-06-28,UPC-Mata Verde,Descarregado,0,,0,,True,2,Resfriando,False,True
b4ffefe1,07,Descarregado,2025-06-29,UPC-Mata Verde,Vazio,1,,0,,True,3,Descarregado,False,False
72b1b184,07,Descarregado,2025-06-30,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,3,Vazio,False,False
d1504412,07,Vazio,2025-07-01,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,0,,False,3,Vazio,False,False
c7b7c7a1,07,Carregado,2025-07-02,UPC-Mata Verde,Carregado,0,,0,,True,4,Vazio,True,False
10028816,07,Carbonizando,2025-07-03,UPC-Mata Verde,Carbonizando,0,,0,,True,5,Carregado,False,False
19d466c7,07,Carbonizando,2025-07-04,UPC-Mata Verde,Carbonizando,0,,0,,False,5,Carbonizando,False,False
f5dfdf63,07,Carbonizando,2025-07-05,UPC-Mata Verde,Carbonizando,0,,0,,False,5,Carbonizando,False,False
496d261d,07,Carbonizando,2025-07-06,UPC-Mata Verde,Carbonizando,0,,0,,False,5,Carbonizando,False,False
49deb4f6,07,Resfriando,2025-07-07,UPC-Mata Verde,Resfriando,0,,1,,True,6,Carbonizando,False,False
4facd70b,07,Resfriando,2025-07-08,UPC-Mata Verde,Resfriando,0,,2,,False,6,Resfriando,False,False
1f3876bc,07,Resfriando,2025-07-09,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,6,Resfriando,False,False
a667de14,07,Resfriando,2025-07-10,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,6,Resfriando,False,False
9140ecb7,07,Resfriando,2025-07-11,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,6,Resfriando,False,False
836f3310,07,Descarregado,2025-07-12,UPC-Mata Verde,Descarregado,0,,0,,True,7,Resfriando,False,True
6f32cffb,07,Descarregado,2025-07-13,UPC-Mata Verde,Vazio,1,,0,,True,8,Descarregado,False,False
ca705202,07,Vazio,2025-07-14,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,8,Vazio,False,False
e2d0c89d,07,Carbonizando,2025-07-15,UPC-Mata Verde,Carbonizando,0,,0,,True,9,Vazio,True,False
1ed85af1,07,Carbonizando,2025-07-16,UPC-Mata Verde,Carbonizando,0,,0,,False,9,Carbonizando,False,False
4f0c3deb,07,Carbonizando,2025-07-17,UPC-Mata Verde,Carbonizando,0,,0,,False,9,Carbonizando,False,False
fc2482a1,07,Carbonizando,2025-07-18,UPC-Mata Verde,Carbonizando,0,,0,,False,9,Carbonizando,False,False
b06275b4,07,Carbonizando,2025-07-19,UPC-Mata Verde,Carbonizando,0,,0,,False,9,Carbonizando,False,False
aa02211a,07,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,1,,True,10,Carbonizando,False,False
a0530255,07,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,2,,False,10,Resfriando,False,False
31e3dec8,07,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,10,Resfriando,False,False
63cce7ca,07,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,10,Resfriando,False,False
9a238d8a,07,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,10,Resfriando,False,False
72ddcec5,07,Resfriando,2025-07-25,UPC-Mata Verde,Resfriando,0,,6,Forno resfriando há 6 dias consecutivos!,False,10,Resfriando,False,False
3a1af6c3,07,Resfriando,2025-07-26,UPC-Mata Verde,Resfriando,0,,7,Forno resfriando há 7 dias consecutivos!,False,10,Resfriando,False,False
c5982aac,07,Resfriando,2025-07-27,UPC-Mata Verde,Resfriando,0,,8,Forno resfriando há 8 dias consecutivos!,False,10,Resfriando,False,False
9d4f136d,07,Descarregado,2025-07-28,UPC-Mata Verde,Descarregado,0,,0,,True,11,Resfriando,False,True
ca91db1e,07,Vazio,2025-07-29,UPC-Mata Verde,Vazio,1,,0,,True,12,Descarregado,False,False
ddf01aa5,07,Vazio,2025-07-30,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,12,Vazio,False,False
369b9d1e,07,Vazio,2025-07-31,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,0,,False,12,Vazio,False,False
006db644,07,Carbonizando,2025-08-01,UPC-Mata Verde,Carbonizando,0,,0,,True,13,Vazio,True,False
643b8109,07,Carbonizando,2025-08-02,UPC-Mata Verde,Carbonizando,0,,0,,False,13,Carbonizando,False,False
dfa3d550,07,Carbonizando,2025-08-03,UPC-Mata Verde,Carbonizando,0,,0,,False,13,Carbonizando,False,False
8cf06826,07,Carbonizando,2025-08-04,UPC-Mata Verde,Carbonizando,0,,0,,False,13,Carbonizando,False,False
2f376063,07,Resfriando,2025-08-05,UPC-Mata Verde,Resfriando,0,,1,,True,14,Carbonizando,False,False
254f3e5f,07,Resfriando,2025-08-06,UPC-Mata Verde,Resfriando,0,,2,,False,14,Resfriando,False,False
a0379e10,07,Resfriando,2025-08-07,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,14,Resfriando,False,False
19a5d39d,07,Resfriando,2025-08-08,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,14,Resfriando,False,False
4bcb7702,07,Resfriando,2025-08-09,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,14,Resfriando,False,False
64f1b321,07,Resfriando,2025-08-10,UPC-Mata Verde,Resfriando,0,,6,Forno resfriando há 6 dias consecutivos!,False,14,Resfriando,False,False
796ab3c5,07,Descarregado,2025-08-11,UPC-Mata Verde,Descarregado,0,,0,,True,15,Resfriando,False,True
0ea91f51,07,Vazio,2025-08-12,UPC-Mata Verde,Vazio,1,,0,,True,16,Descarregado,False,False
43cb3fb2,07,Vazio,2025-08-13,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,16,Vazio,False,False
e1ac1894,07,Vazio,2025-08-14,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,0,,False,16,Vazio,False,False
30486a68,07,Vazio,2025-08-15,UPC-Mata Verde,Vazio,4,Forno vazio há 4 dias consecutivos!,0,,False,16,Vazio,False,False
bbab14bd,07,Vazio,2025-08-16,UPC-Mata Verde,Vazio,5,Forno vazio há 5 dias consecutivos!,0,,False,16,Vazio,False,False
121a26fa,07,Vazio,2025-08-17,UPC-Mata Verde,Vazio,6,Forno vazio há 6 dias consecutivos!,0,,False,16,Vazio,False,False
35d256c1,07,Vazio,2025-08-18,UPC-Mata Verde,Vazio,7,Forno vazio há 7 dias consecutivos!,0,,False,16,Vazio,False,False
0d1151d6,07,Vazio,2025-08-19,UPC-Mata Verde,Vazio,8,Forno vazio há 8 dias consecutivos!,0,,False,16,Vazio,False,False
7990f957,07,Vazio,2025-08-20,UPC-Mata Verde,Vazio,9,Forno vazio há 9 dias consecutivos!,0,,False,16,Vazio,False,False
acd55806,07,Carregado,2025-08-21,UPC-Mata Verde,Carregado,0,,0,,True,17,Vazio,True,False
7c2a5096,07,Carbonizando,2025-08-22,UPC-Mata Verde,Carbonizando,0,,0,,True,18,Carregado,False,False
01b9bbb3,07,Carbonizando,2025-08-23,UPC-Mata Verde,Carbonizando,0,,0,,False,18,Carbonizando,False,False
c446444c,07,Carbonizando,2025-08-24,UPC-Mata Verde,Carbonizando,0,,0,,False,18,Carbonizando,False,False
1b1e8071,07,Carbonizando,2025-08-25,UPC-Mata Verde,Carbonizando,0,,0,,False,18,Carbonizando,False,False
dee492cb,07,Carbonizando,2025-08-26,UPC-Mata Verde,Carbonizando,0,,0,,False,18,Carbonizando,False,False
3944c62b,07,Resfriando,2025-08-27,UPC-Mata Verde,Resfriando,0,,1,,True,19,Carbonizando,False,False
06d130ed,07,Resfriando,2025-08-28,UPC-Mata Verde,Resfriando,0,,2,,False,19,Resfriando,False,False
f96483e8,07,Resfriando,2025-08-29,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,19,Resfriando,False,False
3cf8f347,07,Resfriando,2025-08-30,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,19,Resfriando,False,False
a9476d82,07,Resfriando,2025-08-31,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,19,Resfriando,False,False
73866919,07,Resfriando,2025-09-01,UPC-Mata Verde,Resfriando,0,,6,Forno resfriando há 6 dias consecutivos!,False,19,Resfriando,False,False
86f3cd4d,07,Descarregado,2025-09-02,UPC-Mata Verde,Descarregado,0,,0,,True,20,Resfriando,False,True
2170da12,07,Vazio,2025-09-03,UPC-Mata Verde,Vazio,1,,0,,True,21,Descarregado,False,False
57297f5e,07,Vazio,2025-09-04,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,21,Vazio,False,False
