ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,57,Vazio,2025-06-26,UPC-Mata Verde,Vazio,1,,True,1,,False,False
4972ccd1,57,Carregado,2025-06-27,UPC-Mata Verde,Carregado,0,,True,2,Vazio,True,False
898e6bc9,57,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,True,3,Carregado,False,False
b4ffefe1,57,Carbonizando,2025-06-29,UPC-Mata Verde,Carbonizando,0,,False,3,Carbonizando,False,False
72b1b184,57,Carbonizando,2025-06-30,UPC-Mata Verde,Carbonizando,0,,False,3,Carbonizando,False,False
d1504412,57,Carbonizando,2025-07-01,UPC-Mata Verde,Carbonizando,0,,False,3,Carbonizando,False,False
c7b7c7a1,57,Resfriando,2025-07-02,UPC-Mata Verde,Resfriando,0,,True,4,Carbonizando,False,False
10028816,57,Resfriando,2025-07-03,UPC-Mata Verde,Resfriando,0,,False,4,Resfriando,False,False
19d466c7,57,Vazio,2025-07-04,UPC-Mata Verde,Vazio,1,,True,5,Resfriando,False,True
f5dfdf63,57,Vazio,2025-07-05,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,5,Vazio,False,False
496d261d,57,Vazio,2025-07-06,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,5,Vazio,False,False
49deb4f6,57,Vazio,2025-07-07,UPC-Mata Verde,Vazio,4,Forno vazio há 4 dias consecutivos!,False,5,Vazio,False,False
4facd70b,57,Vazio,2025-07-08,UPC-Mata Verde,Vazio,5,Forno vazio há 5 dias consecutivos!,False,5,Vazio,False,False
1f3876bc,57,Vazio,2025-07-09,UPC-Mata Verde,Vazio,6,Forno vazio há 6 dias consecutivos!,False,5,Vazio,False,False
a667de14,57,Vazio,2025-07-10,UPC-Mata Verde,Vazio,7,Forno vazio há 7 dias consecutivos!,False,5,Vazio,False,False
9140ecb7,57,Carbonizando,2025-07-11,UPC-Mata Verde,Carbonizando,0,,True,6,Vazio,True,False
836f3310,57,Carbonizando,2025-07-12,UPC-Mata Verde,Carbonizando,0,,False,6,Carbonizando,False,False
6f32cffb,57,Carbonizando,2025-07-13,UPC-Mata Verde,Carbonizando,0,,False,6,Carbonizando,False,False
ca705202,57,Carbonizando,2025-07-14,UPC-Mata Verde,Carbonizando,0,,False,6,Carbonizando,False,False
e2d0c89d,57,Resfriando,2025-07-15,UPC-Mata Verde,Resfriando,0,,True,7,Carbonizando,False,False
1ed85af1,57,Descarregado,2025-07-16,UPC-Mata Verde,Descarregado,0,,True,8,Resfriando,False,True
4f0c3deb,57,Descarregado,2025-07-17,UPC-Mata Verde,Vazio,1,,True,9,Descarregado,False,False
fc2482a1,57,Vazio,2025-07-18,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,9,Vazio,False,False
b06275b4,57,Carbonizando,2025-07-19,UPC-Mata Verde,Carbonizando,0,,True,10,Vazio,True,False
aa02211a,57,Carbonizando,2025-07-20,UPC-Mata Verde,Carbonizando,0,,False,10,Carbonizando,False,False
a0530255,57,Carbonizando,2025-07-21,UPC-Mata Verde,Carbonizando,0,,False,10,Carbonizando,False,False
31e3dec8,57,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,True,11,Carbonizando,False,False
63cce7ca,57,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
9a238d8a,57,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
72ddcec5,57,Resfriando,2025-07-25,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
3a1af6c3,57,Resfriando,2025-07-26,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
c5982aac,57,Resfriando,2025-07-27,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
9d4f136d,57,Resfriando,2025-07-28,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
ca91db1e,57,Resfriando,2025-07-29,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
ddf01aa5,57,Resfriando,2025-07-30,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
369b9d1e,57,Resfriando,2025-07-31,UPC-Mata Verde,Resfriando,0,,False,11,Resfriando,False,False
