ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco
e876c21a,16,Resfriando,2025-06-26,UPC-Mata Verde,Resfriando,0,,True,1
4972ccd1,16,Descarregado,2025-06-27,UPC-Mata Verde,Descarregado,0,,True,2
898e6bc9,16,Descarregado,2025-06-28,UPC-Mata Verde,Vazio,1,,True,3
b4ffefe1,16,Descarregado,2025-06-29,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,3
72b1b184,16,Carregado,2025-06-30,UPC-Mata Verde,Carregado,0,,True,4
d1504412,16,Carbonizando,2025-07-01,UPC-Mata Verde,Carbonizando,0,,True,5
c7b7c7a1,16,Carbonizando,2025-07-02,UPC-Mata Verde,Carbonizando,0,,False,5
10028816,16,Carbonizando,2025-07-03,UPC-Mata Verde,Carbonizando,0,,False,5
19d466c7,16,Resfriando,2025-07-04,UPC-Mata Verde,Resfriando,0,,True,6
f5dfdf63,16,Resfriando,2025-07-05,UPC-Mata Verde,Resfriando,0,,False,6
496d261d,16,Resfriando,2025-07-06,UPC-Mata Verde,Resfriando,0,,False,6
49deb4f6,16,Resfriando,2025-07-07,UPC-Mata Verde,Resfriando,0,,False,6
