ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco
e876c21a,30,Descarregado,2025-06-26,UPC-Mata Verde,Descarregado,0,,True,1
4972ccd1,30,Descarregado,2025-06-27,UPC-Mata Verde,Vazio,1,,True,2
898e6bc9,30,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,True,3
b4ffefe1,30,Carbonizando,2025-06-29,UPC-Mata Verde,Carbonizando,0,,False,3
72b1b184,30,Carbonizando,2025-06-30,UPC-Mata Verde,Carbonizando,0,,False,3
d1504412,30,Resfriando,2025-07-01,UPC-Mata Verde,Resfriando,0,,True,4
c7b7c7a1,30,Descarregado,2025-07-02,UPC-Mata Verde,Descarregado,0,,True,5
10028816,30,Vazio,2025-07-03,UPC-Mata Verde,Vazio,1,,True,6
19d466c7,30,Carregado,2025-07-04,UPC-Mata Verde,Carregado,0,,True,7
f5dfdf63,30,Carbonizando,2025-07-05,UPC-Mata Verde,Carbonizando,0,,True,8
496d261d,30,Carbonizando,2025-07-06,UPC-Mata Verde,Carbonizando,0,,False,8
49deb4f6,30,Carbonizando,2025-07-07,UPC-Mata Verde,Carbonizando,0,,False,8
4facd70b,30,Carbonizando,2025-07-08,UPC-Mata Verde,Carbonizando,0,,False,8
1f3876bc,30,Carbonizando,2025-07-09,UPC-Mata Verde,Carbonizando,0,,False,8
a667de14,30,Carbonizando,2025-07-10,UPC-Mata Verde,Carbonizando,0,,False,8
9140ecb7,30,Carbonizando,2025-07-11,UPC-Mata Verde,Carbonizando,0,,False,8
836f3310,30,Carbonizando,2025-07-12,UPC-Mata Verde,Carbonizando,0,,False,8
6f32cffb,30,Resfriando,2025-07-13,UPC-Mata Verde,Resfriando,0,,True,9
ca705202,30,Resfriando,2025-07-14,UPC-Mata Verde,Resfriando,0,,False,9
e2d0c89d,30,Vazio,2025-07-15,UPC-Mata Verde,Vazio,1,,True,10
1ed85af1,30,Carbonizando,2025-07-16,UPC-Mata Verde,Carbonizando,0,,True,11
4f0c3deb,30,Resfriando,2025-07-17,UPC-Mata Verde,Resfriando,0,,True,12
fc2482a1,30,Resfriando,2025-07-18,UPC-Mata Verde,Resfriando,0,,False,12
b06275b4,30,Resfriando,2025-07-19,UPC-Mata Verde,Resfriando,0,,False,12
aa02211a,30,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,False,12
a0530255,30,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,False,12
31e3dec8,30,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,False,12
63cce7ca,30,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,False,12
9a238d8a,30,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,False,12
72ddcec5,30,Descarregado,2025-07-25,UPC-Mata Verde,Descarregado,0,,True,13
