ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco
e876c21a,29,Descarregado,2025-06-26,UPC-Mata Verde,Descarregado,0,,True,1
4972ccd1,29,Descarregado,2025-06-27,UPC-Mata Verde,Vazio,1,,True,2
898e6bc9,29,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,True,3
b4ffefe1,29,Carbonizando,2025-06-29,UPC-Mata Verde,Carbonizando,0,,False,3
72b1b184,29,Resfriando,2025-06-30,UPC-Mata Verde,Resfriando,0,,True,4
d1504412,29,Resfriando,2025-07-01,UPC-Mata Verde,Resfriando,0,,False,4
c7b7c7a1,29,Descarregado,2025-07-02,UPC-Mata Verde,Descarregado,0,,True,5
10028816,29,Vazio,2025-07-03,UPC-Mata Verde,Vazio,1,,True,6
19d466c7,29,Carregado,2025-07-04,UPC-Mata Verde,Carregado,0,,True,7
f5dfdf63,29,Carbonizando,2025-07-05,UPC-Mata Verde,Carbonizando,0,,True,8
496d261d,29,Carbonizando,2025-07-06,UPC-Mata Verde,Carbonizando,0,,False,8
49deb4f6,29,Resfriando,2025-07-07,UPC-Mata Verde,Resfriando,0,,True,9
4facd70b,29,Resfriando,2025-07-08,UPC-Mata Verde,Resfriando,0,,False,9
1f3876bc,29,Resfriando,2025-07-09,UPC-Mata Verde,Resfriando,0,,False,9
a667de14,29,Resfriando,2025-07-10,UPC-Mata Verde,Resfriando,0,,False,9
9140ecb7,29,Resfriando,2025-07-11,UPC-Mata Verde,Resfriando,0,,False,9
836f3310,29,Resfriando,2025-07-12,UPC-Mata Verde,Resfriando,0,,False,9
6f32cffb,29,Descarregado,2025-07-13,UPC-Mata Verde,Descarregado,0,,True,10
ca705202,29,Vazio,2025-07-14,UPC-Mata Verde,Vazio,1,,True,11
e2d0c89d,29,Vazio,2025-07-15,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,11
1ed85af1,29,Carbonizando,2025-07-16,UPC-Mata Verde,Carbonizando,0,,True,12
4f0c3deb,29,Resfriando,2025-07-17,UPC-Mata Verde,Resfriando,0,,True,13
fc2482a1,29,Resfriando,2025-07-18,UPC-Mata Verde,Resfriando,0,,False,13
b06275b4,29,Resfriando,2025-07-19,UPC-Mata Verde,Resfriando,0,,False,13
aa02211a,29,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,False,13
a0530255,29,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,False,13
31e3dec8,29,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,False,13
63cce7ca,29,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,False,13
9a238d8a,29,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,False,13
72ddcec5,29,Descarregado,2025-07-25,UPC-Mata Verde,Descarregado,0,,True,14
