ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco
e876c21a,51,Carbonizando,2025-06-26,UPC-Mata Verde,Carbonizando,0,,True,1
4972ccd1,51,Carbonizando,2025-06-27,UPC-Mata Verde,Carbonizando,0,,False,1
898e6bc9,51,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,False,1
b4ffefe1,51,Resfriando,2025-06-29,UPC-Mata Verde,Resfriando,0,,True,2
72b1b184,51,Resfriando,2025-06-30,UPC-Mata Verde,Resfriando,0,,False,2
d1504412,51,Resfriando,2025-07-01,UPC-Mata Verde,Resfriando,0,,False,2
c7b7c7a1,51,Resfriando,2025-07-02,UPC-Mata Verde,Resfriando,0,,False,2
10028816,51,Descarregado,2025-07-03,UPC-Mata Verde,Descarregado,0,,True,3
19d466c7,51,Vazio,2025-07-04,UPC-Mata Verde,Vazio,1,,True,4
f5dfdf63,51,Vazio,2025-07-05,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,4
496d261d,51,Vazio,2025-07-06,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,4
49deb4f6,51,Vazio,2025-07-07,UPC-Mata Verde,Vazio,4,Forno vazio há 4 dias consecutivos!,False,4
4facd70b,51,Vazio,2025-07-08,UPC-Mata Verde,Vazio,5,Forno vazio há 5 dias consecutivos!,False,4
1f3876bc,51,Vazio,2025-07-09,UPC-Mata Verde,Vazio,6,Forno vazio há 6 dias consecutivos!,False,4
a667de14,51,Carbonizando,2025-07-10,UPC-Mata Verde,Carbonizando,0,,True,5
9140ecb7,51,Carbonizando,2025-07-11,UPC-Mata Verde,Carbonizando,0,,False,5
836f3310,51,Carbonizando,2025-07-12,UPC-Mata Verde,Carbonizando,0,,False,5
6f32cffb,51,Carbonizando,2025-07-13,UPC-Mata Verde,Carbonizando,0,,False,5
ca705202,51,Resfriando,2025-07-14,UPC-Mata Verde,Resfriando,0,,True,6
e2d0c89d,51,Descarregado,2025-07-15,UPC-Mata Verde,Descarregado,0,,True,7
1ed85af1,51,Vazio,2025-07-16,UPC-Mata Verde,Vazio,1,,True,8
4f0c3deb,51,Vazio,2025-07-17,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,8
fc2482a1,51,Vazio,2025-07-18,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,8
b06275b4,51,Carbonizando,2025-07-19,UPC-Mata Verde,Carbonizando,0,,True,9
aa02211a,51,Carbonizando,2025-07-20,UPC-Mata Verde,Carbonizando,0,,False,9
a0530255,51,Carbonizando,2025-07-21,UPC-Mata Verde,Carbonizando,0,,False,9
