ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco
e876c21a,55,Vazio,2025-06-26,UPC-Mata Verde,Vazio,1,,True,1
4972ccd1,55,Carbonizando,2025-06-27,UPC-Mata Verde,Carbonizando,0,,True,2
898e6bc9,55,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,False,2
b4ffefe1,55,Carbonizando,2025-06-29,UPC-Mata Verde,Carbonizando,0,,False,2
72b1b184,55,Resfriando,2025-06-30,UPC-Mata Verde,Resfriando,0,,True,3
d1504412,55,Resfriando,2025-07-01,UPC-Mata Verde,Resfriando,0,,False,3
c7b7c7a1,55,Resfriando,2025-07-02,UPC-Mata Verde,Resfriando,0,,False,3
10028816,55,Descarregado,2025-07-03,UPC-Mata Verde,Descarregado,0,,True,4
19d466c7,55,Vazio,2025-07-04,UPC-Mata Verde,Vazio,1,,True,5
f5dfdf63,55,Vazio,2025-07-05,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,5
496d261d,55,Vazio,2025-07-06,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,5
49deb4f6,55,Vazio,2025-07-07,UPC-Mata Verde,Vazio,4,Forno vazio há 4 dias consecutivos!,False,5
