ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco
e876c21a,44,Carbonizando,2025-06-26,UPC-Mata Verde,Carbonizando,0,,True,1
4972ccd1,44,Carbonizando,2025-06-27,UPC-Mata Verde,Carbonizando,0,,False,1
898e6bc9,44,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,False,1
b4ffefe1,44,Resfriando,2025-06-29,UPC-Mata Verde,Resfriando,0,,True,2
72b1b184,44,Resfriando,2025-06-30,UPC-Mata Verde,Resfriando,0,,False,2
d1504412,44,Descarregado,2025-07-01,UPC-Mata Verde,Descarregado,0,,True,3
c7b7c7a1,44,Descarregado,2025-07-02,UPC-Mata Verde,Vazio,1,,True,4
10028816,44,Descarregado,2025-07-03,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,4
19d466c7,44,Vazio,2025-07-04,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,4
f5dfdf63,44,Vazio,2025-07-05,UPC-Mata Verde,Vazio,4,Forno vazio há 4 dias consecutivos!,False,4
496d261d,44,Vazio,2025-07-06,UPC-Mata Verde,Vazio,5,Forno vazio há 5 dias consecutivos!,False,4
49deb4f6,44,Vazio,2025-07-07,UPC-Mata Verde,Vazio,6,Forno vazio há 6 dias consecutivos!,False,4
4facd70b,44,Carbonizando,2025-07-08,UPC-Mata Verde,Carbonizando,0,,True,5
1f3876bc,44,Carbonizando,2025-07-09,UPC-Mata Verde,Carbonizando,0,,False,5
a667de14,44,Carbonizando,2025-07-10,UPC-Mata Verde,Carbonizando,0,,False,5
9140ecb7,44,Carbonizando,2025-07-11,UPC-Mata Verde,Carbonizando,0,,False,5
836f3310,44,Carbonizando,2025-07-12,UPC-Mata Verde,Carbonizando,0,,False,5
6f32cffb,44,Resfriando,2025-07-13,UPC-Mata Verde,Resfriando,0,,True,6
ca705202,44,Resfriando,2025-07-14,UPC-Mata Verde,Resfriando,0,,False,6
e2d0c89d,44,Descarregado,2025-07-15,UPC-Mata Verde,Descarregado,0,,True,7
1ed85af1,44,Vazio,2025-07-16,UPC-Mata Verde,Vazio,1,,True,8
4f0c3deb,44,Carregado,2025-07-17,UPC-Mata Verde,Carregado,0,,True,9
fc2482a1,44,Carbonizando,2025-07-18,UPC-Mata Verde,Carbonizando,0,,True,10
b06275b4,44,Carbonizando,2025-07-19,UPC-Mata Verde,Carbonizando,0,,False,10
aa02211a,44,Carbonizando,2025-07-20,UPC-Mata Verde,Carbonizando,0,,False,10
a0530255,44,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,True,11
