ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco
e876c21a,27,Descarregado,2025-06-26,UPC-Mata Verde,Descarregado,0,,True,1
4972ccd1,27,Descarregado,2025-06-27,UPC-Mata Verde,Vazio,1,,True,2
898e6bc9,27,Carbonizando,2025-06-28,UPC-Mata Verde,Carbonizando,0,,True,3
b4ffefe1,27,Carbonizando,2025-06-29,UPC-Mata Verde,Carbonizando,0,,False,3
72b1b184,27,Resfriando,2025-06-30,UPC-Mata Verde,Resfriando,0,,True,4
d1504412,27,Resfriando,2025-07-01,UPC-Mata Verde,Resfriando,0,,False,4
c7b7c7a1,27,Resfriando,2025-07-02,UPC-Mata Verde,Resfriando,0,,False,4
10028816,27,Resfriando,2025-07-03,UPC-Mata Verde,Resfriando,0,,False,4
19d466c7,27,Vazio,2025-07-04,UPC-Mata Verde,Vazio,1,,True,5
f5dfdf63,27,Vazio,2025-07-05,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,5
496d261d,27,Vazio,2025-07-06,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,5
49deb4f6,27,Carbonizando,2025-07-07,UPC-Mata Verde,Carbonizando,0,,True,6
4facd70b,27,Vazio,2025-07-08,UPC-Mata Verde,Vazio,1,,True,7
1f3876bc,27,Vazio,2025-07-09,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,7
a667de14,27,Vazio,2025-07-10,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,7
9140ecb7,27,Vazio,2025-07-11,UPC-Mata Verde,Vazio,4,Forno vazio há 4 dias consecutivos!,False,7
836f3310,27,Carbonizando,2025-07-12,UPC-Mata Verde,Carbonizando,0,,True,8
6f32cffb,27,Carbonizando,2025-07-13,UPC-Mata Verde,Carbonizando,0,,False,8
ca705202,27,Carbonizando,2025-07-14,UPC-Mata Verde,Carbonizando,0,,False,8
e2d0c89d,27,Vazio,2025-07-15,UPC-Mata Verde,Vazio,1,,True,9
1ed85af1,27,Carbonizando,2025-07-16,UPC-Mata Verde,Carbonizando,0,,True,10
4f0c3deb,27,Resfriando,2025-07-17,UPC-Mata Verde,Resfriando,0,,True,11
fc2482a1,27,Resfriando,2025-07-18,UPC-Mata Verde,Resfriando,0,,False,11
b06275b4,27,Resfriando,2025-07-19,UPC-Mata Verde,Resfriando,0,,False,11
aa02211a,27,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,False,11
a0530255,27,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,False,11
31e3dec8,27,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,False,11
63cce7ca,27,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,False,11
9a238d8a,27,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,False,11
72ddcec5,27,Descarregado,2025-07-25,UPC-Mata Verde,Descarregado,0,,True,12
